Metric A,Metric B,p-value,effect,interval_l,interval_r,significant
Size Metric Rules,HVOL,5.566788002989046e-117,0.4197960189392677,0.38788007529633955,0.45070647938631053,1
HCPL,HDIF,2.0270342041820652e-304,0.788475912973941,0.7662969317606458,0.8087779288289015,1
HCPL,HEFF,7.562532189678525e-294,0.8706408668047182,0.8522352968877484,0.8868938358693695,1
HCPL,HNDB,0.0,0.9806081165307254,0.9781533912720393,0.9827894240322663,1
HCPL,HPL,0.0,0.965977642170025,0.962326897234694,0.9692801468149587,1
HCPL,HPV,0.0,0.96028105960138,0.957137460937851,0.963198437655511,1
HCPL,HTRP,7.562553731709328e-294,0.8706408668903735,0.8522352969379697,0.8868938359812966,1
HCPL,HVOL,0.0,0.980608129683101,0.9781534050511661,0.9827894365233021,1
HDIF,HEFF,7.60928717736825e-310,0.6929927040911678,0.6691615848504138,0.7153998993227175,1
HDIF,HNDB,2.1634977099295829e-280,0.7823992037951293,0.7590322345952094,0.8037530452434785,1
HDIF,HPL,0.0,0.8583329423555253,0.8423266538889058,0.8728265083176602,1
HDIF,HPV,0.0,0.8873041386163962,0.873858492926492,0.8993935367007039,1
HDIF,HTRP,7.60936016366143e-310,0.6929927042811649,0.6691615848755235,0.7153998996574412,1
HDIF,HVOL,2.162728256134156e-280,0.782399207765952,0.7590322454750603,0.8037530434056454,1
HEFF,HNDB,0.0,0.923762389686446,0.9104946450731846,0.935130181611951,1
HEFF,HPL,0.0,0.8650284444136287,0.8517948031497721,0.8771588056348104,1
HEFF,HPV,0.0,0.7699593795120381,0.7542826136652062,0.7847586844641325,1
HEFF,HTRP,0.0,0.9999999999999981,0.9999999999999976,0.9999999999999986,1
HEFF,HVOL,0.0,0.9237624324420902,0.9104946980606986,0.9351302159042179,1
HNDB,HPL,0.0,0.9818177252710739,0.9800246500454709,0.9834511914187459,1
HNDB,HPV,0.0,0.92741002335284,0.9223762482053615,0.9321288912613793,1
HNDB,HTRP,0.0,0.9237623896293602,0.9104946449390181,0.9351301816127217,1
HNDB,HVOL,0.0,0.999999999173366,0.9999999989006596,0.9999999993784238,1
HPL,HPV,0.0,0.9653980851052373,0.9623643908328331,0.9681912061294922,1
HPL,HTRP,0.0,0.8650284443433001,0.8517948031020461,0.8771588055460618,1
HPL,HVOL,0.0,0.9818177602038,0.9800246867367367,0.9834512246101046,1
HPV,HTRP,0.0,0.7699593795505575,0.7542826137189275,0.7847586844889418,1
HPV,HVOL,0.0,0.927410051184841,0.9223762835432091,0.93212891237949,1
HTRP,HVOL,0.0,0.9237624323851634,0.9104946979267163,0.9351302159051256,1
